CODE_SYSTEM,CODE_VALUE,LOINC_NUM,COMPONENT,DisplayName,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,AnswerListId,ANSWER_LIST_TYPE,EXAMPLE_UNITS,UnitsAndRange,LONG_COMMON_NAME,DefinitionDescription
NAACCR_ID,444,42030-7,"Multiple tumors reported as single primary","",Prid,Pt,Cancer.XXX,Nom,"","","","","","Multiple tumors reported as single primary Cancer","This data item is used to identify cases with multiple tumors that are abstracted and reported as a single primary using the SEER, IARC, or Canadian Cancer Registry multiple primary rules. Multiple tumors may individually exhibit in situ, invasive, or any combination of in situ and invasive behaviors. Multiple intracranial and central nervous system tumors may individually exhibit benign, borderline, malignant, or any combination of these behaviors. Multiple tumors found in the same organ or in a single primary site may occur at the time of initial diagnosis or within one year of the initial diagnosis. 

The data item does not apply to metastatic tumors. 

Data will be collected at the time of initial case abstract or within one year of the initial diagnosis. 

This data item is also used when a physician states that there are two or more primaries, but for surveillance purposes, the case is reported as a single primary.

Patients with multiple tumors that are currently reported as a single primary for surveillance purposes may have a worse prognosis or more extensive treatment than patients with a single tumor. This data item will make it possible to identify important information about these cases for data analysis. 

Data collected under this item will be used to assess the number, type, and anatomic location of multiple tumors currently abstracted as a single primary using the SEER, IARC, or Canadian Cancer Registry rules for determining multiple primary cancers and the impact of these cases on cancer case counts and incidence rates. 

Data will also serve as a basis for measuring the impact and feasibility of future modifications to the multiple primary rules. 

This data item will make it possible to compare individually reported cancer cases with historical data if the rules are changed.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,445,42031-5,"Date of diagnosis of multiple tumors","",TmStp,Pt,Cancer.XXX,Qn,"","","","","","Date of diagnosis of multiple tumors Cancer","This data item is used to identify the month, day and year the patient is diagnosed with multiple or subsequent reportable tumor(s) reported as a single primary using the SEER, IARC, or Canadian Cancer Registry multiple primary rules. Multiple tumors must have the same histology as the original tumor and must be located in the same organ or primary site as the original tumor, using primary site and histology coding rules. See page 81 for date format. 

Record the Date of Diagnosis as the Date of Multiple Tumors when multiple reportable tumors are abstracted and reported as a single primary at the time of initial diagnosis. 

Record the date the first subsequent reportable tumor was diagnosed (same histology and same site as the original tumor, using the primary site and histology coding rules). 

The Date of Multiple Tumors must occur within one year following the initial/first diagnosis of the reported tumor.

Patients with multiple tumors currently reported as a single primary for surveillance purposes may have a worse prognosis or more extensive treatment than patients with a single tumor. This data item will make it possible to identify important information about these cases for data analysis. 

The Date of Multiple Tumors will allow separation of cases with multiple reportable tumors present at the time of initial diagnosis from cases with subsequent reportable tumors. The date will allow tracking of the time interval between the date of original diagnosis and the first date of subsequent tumor(s) for specific primary sites and tumor histologies.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,446,42032-3,"Number of tumors at diagnosis","",Num,Pt,Cancer.XXX,Qn,"","","",#,"","Number of tumors at diagnosis Cancer","This data item is used to count the number of individual reportable tumors (multiplicity) that are present at the time of diagnosis or the number of reportable tumors that occur within one year of the original diagnosis reported as a single primary using the SEER, IARC, or Canadian Cancer Registry multiple primary rules.

Patients with multiple tumors currently reported as a single primary for surveillance purposes may have a worse prognosis or more extensive treatment than patients with a single tumor. This data item will make it possible to identify important information about these cases for data analysis. 

Data collected under this item will be used to assess the number, type, and anatomic location of multiple reportable tumors currently abstracted as a single primary using the SEER, IARC, or Canadian Cancer Registry rules for determining multiple primary cancers and the impact of these cases on cancer case counts and incidence rates. 

Data will also serve as a basis for measuring the impact and feasibility of future modifications to the multiple primary rules. 

This data item will also make it possible to compare individually reported cancer cases with historical data if the rules are changed.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,447,42033-1,"Number of tumors & histologies","",Num,Pt,^Patient,Qn,"","","",#,"","Number of tumors and histologies","This data item will clarify the number of simultaneous tumors (lesions) and the number of histologies for a given reported tumor. At a facility, this will reflect information for an individual abstract being prepared. At a central registry, this item can be consolidated to represent the best information obtained for a reportable tumor from multiple sources.

Information on the number of simultaneous tumors or lesions (per SEER multiple primary rules) would make it possible to more accurately consolidate source records and to facilitate the automation of this process.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,448,59511-6,"Flag for Date of conclusive diagnosis not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL932-5,NORMATIVE,"","","Flag for Date of conclusive diagnosis not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, Date of Conclusive DX [443]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,449,59541-3,"Grade pathology system","",Prid,Pt,Cancer.XXX,Nom,"",LL933-3,NORMATIVE,"","","Grade pathology system Cancer","Indicates whether a two, three or four grade system is used... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,450,42129-7,"Site coding system.current","",Type,Pt,"Cancer.XXX.anatomic site",Nom,"",LL214-8,NORMATIVE,"","","Site coding system.current Cancer site","Code that best describes how the primary site currently is coded. If converted, this field shows the system to which it is converted... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,460,21859-4,"Coding system.original","",Type,Pt,"Cancer.XXX.anatomic site",Nom,"",LL214-8,NORMATIVE,"","","Coding system.original Cancer site","Code that best describes how primary site was originally coded. If converted, this field shows the original coding system used... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,470,42034-9,"Coding system.current","",Type,Pt,Cancer.XXX.morphology,Nom,"",LL216-3,NORMATIVE,"","","Coding system.current Cancer morphology","Code that best describes how primary site was originally coded. If converted, this field shows the original coding system used... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,480,21860-2,"Coding system.original","",Type,Pt,Cancer.XXX.morphology,Nom,"",LL216-3,NORMATIVE,"","","Coding system.original Cancer morphology","Code that best describes how morphology was originally coded. If later converted, this field shows the original codes used... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,490,21861-0,"Dx confirmed by","",Type,Pt,Cancer.XXX,Nom,"",LL218-9,NORMATIVE,"","","Dx confirmed by Cancer","Code for the best method of diagnostic confirmation of the cancer being reported at any time in the patient's history

Diagnostic confirmation is useful to calculate rates based on microscopically confirmed cancers. Full incidence calculations must also include tumors that are only confirmed clinically. The percentage of tumors that are clinically diagnosed only is an indication of whether case finding is including sources outside of pathology reports... NAACCR Data Standards and Data Dictionary Version 11"
