item,xmlId,parentTag,description
2810,csExtension,Tumor,"Identifies contiguous growth (extension) of the primary tumor within the organ of origin or its direct extension into neighboring organs. For certain sites such as ovary, discontinuous metastasis is coded in CS Extension."
2830,csLymphNodes,Tumor,Identifies the regional lymph nodes involved with cancer at the time of diagnosis.
2840,csLymphNodesEval,Tumor,"Records how the code for CS Lymph Nodes [2830] was determined, based on the diagnostic methods employed."
2850,csMetsAtDx,Tumor,Identifies the distant site(s) of metastatic involvement at time of diagnosis.
2851,csMetsAtDxBone,Tumor,Identifies the presence of distant metastatic involvement of bone at time of diagnosis.
2852,csMetsAtDxBrain,Tumor,"The presence of metastatic brain disease at diagnosis is an independent prognostic indicator, and it is used by Collaborative Staging to derive TNM-M codes and SEER Summary Stage codes for some sites."
2853,csMetsAtDxLiver,Tumor,Identifies the presence of distant metastatic involvement of the liver at time of diagnosis.
2854,csMetsAtDxLung,Tumor,Identifies the presence of distant metastatic involvement of the lung at time of diagnosis.
2860,csMetsEval,Tumor,Records how the code for CS Mets at Dx [2850] was determined based on the diagnostic methods employed.
2775,,,
2780,,,
2785,,,
2770,,,
2735,,,
2750,,,
2760,,,
2765,,,
2755,,,
2740,,,
2730,,,
2880,csSiteSpecificFactor1,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2890,csSiteSpecificFactor2,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2900,csSiteSpecificFactor3,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2910,csSiteSpecificFactor4,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2920,csSiteSpecificFactor5,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2930,csSiteSpecificFactor6,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2861,csSiteSpecificFactor7,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2862,csSiteSpecificFactor8,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2863,csSiteSpecificFactor9,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2864,csSiteSpecificFactor10,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2865,csSiteSpecificFactor11,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2866,csSiteSpecificFactor12,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2867,csSiteSpecificFactor13,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2868,csSiteSpecificFactor14,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2869,csSiteSpecificFactor15,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2870,csSiteSpecificFactor16,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2871,csSiteSpecificFactor17,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2872,csSiteSpecificFactor18,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2873,csSiteSpecificFactor19,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2874,csSiteSpecificFactor20,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2875,csSiteSpecificFactor21,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2876,csSiteSpecificFactor22,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2877,csSiteSpecificFactor23,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2878,csSiteSpecificFactor24,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2879,csSiteSpecificFactor25,Tumor,"Identifies additional information needed to generate stage, or prognostic factors that have an effect on stage or survival."
2800,csTumorSize,Tumor,"Records the largest dimension or diameter of the 









primary tumor in millimeters."
2820,csTumorSizeExtEval,Tumor,"Records how the codes for the two items CS Tumor Size [2800] and CS Extension [2810] were determined, based on the diagnostic methods employed."
2936,csVersionDerived,Tumor,This data item is recorded the first time the CS output fields are derived and should be updated each time the CS Derived items are recomputed. The CS version number is returned as part of the output of the CS algorithm.
2937,csVersionInputCurrent,Tumor,This item indicates the version of CS input fields after they have been updated or recoded. This data item is recorded the first time the CS input fields are entered and should be updated each time the CS input fields are modified.
2935,csVersionInputOriginal,Tumor,This item indicates the number of the version initially used to code Collaborative Staging (CS) fields. The CS version number is returned as part of the output of the CS algorithm.
1270,date1stCrsRxCoc,Tumor,"Date of initiation of the first therapy for the cancer being reported, using the CoC definition of first course. The date of first treatment includes the date a decision was made not to treat the patient. See STORE for details. See Chapter V, Unresolved Issues for further discussion of the difference between SEER and CoC items. See Chapter X for date format. Use Date 1st Crs RX CoC Flag [1271] if there is no appropriate or known date for this item.       Formerly Date of 1st Crs RX--CoC. "
