c_hlevel,c_fullname,c_basecode,c_name,c_visualattributes,m_applied_path,c_tooltip,c_synonym_cd,update_date,sourcesystem_cd,c_dimcode,c_operator,c_columndatatype,c_columnname,c_tablename,c_facttablecolumn
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\101\,CS|MelanomaPalateHard|6:101,101: Involvement of two groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\101\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\011\,CS|MelanomaPalateHard|6:011,011: Involvement of two groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\011\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\111\,CS|MelanomaPalateHard|6:111,111: Involvement of three groups:,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\111\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\988\,CS|MelanomaPalateHard|6:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\999\,CS|MelanomaPalateHard|6:999,"999: Unknown if regional lymph node involved, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\,CS|MelanomaPalateHard|6:,"06: Parapharyngeal, Parotid, and Suboccipital/Retroauricular Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 6\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\000\,CS|MelanomaPalateHard|7:000,000: No regional lymph nodes involved,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\010\,CS|MelanomaPalateHard|7:010,010: Upper level lymph node(s) involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\020\,CS|MelanomaPalateHard|7:020,020: Lower level lymph node(s) involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\030\,CS|MelanomaPalateHard|7:030,030: Upper and lower level lymph nodes involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\040\,CS|MelanomaPalateHard|7:040,040: Unknown level lymph node(s) involved ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\988\,CS|MelanomaPalateHard|7:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\999\,CS|MelanomaPalateHard|7:999,"999: Unknown if regional lymph nodes  involved, not stated ",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\,CS|MelanomaPalateHard|7:,07: Upper and Lower Cervical Node Levels,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 7\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\000\,CS|MelanomaPalateHard|8:000,000: No regional lymph nodes involved clinically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\010\,CS|MelanomaPalateHard|8:010,"010: Regional lymph node(s) involved clinically, no extracapsular extension clinically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\020\,CS|MelanomaPalateHard|8:020,"020: Regional lymph node(s) involved clinically, extracapsular extension clinically (nodes described as fixed or matted)",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\030\,CS|MelanomaPalateHard|8:030,"030: Regional lymph node(s) involved clinically, unknown if extracapsular extension",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\988\,CS|MelanomaPalateHard|8:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\997\,CS|MelanomaPalateHard|8:997,"997: Clinical examination of regional lymph nodes performed, unknown results",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\998\,CS|MelanomaPalateHard|8:998,998: No clinical examination of regional lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\999\,CS|MelanomaPalateHard|8:999,"999: Unknown if regional lymph nodes  involved clinically, not stated ",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\,CS|MelanomaPalateHard|8:,"08: Extracapsular Extension Clinically, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 8\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\000\,CS|MelanomaPalateHard|9:000,000: No regional lymph nodes involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\010\,CS|MelanomaPalateHard|9:010,"010: Regional lymph node(s) involved pathologically, no extracapsular extension pathologically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\020\,CS|MelanomaPalateHard|9:020,020: Regional lymph node(s) involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\030\,CS|MelanomaPalateHard|9:030,030: Regional lymph node(s) involved pathologically,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\040\,CS|MelanomaPalateHard|9:040,"040: Regional lymph node(s) involved pathologically, extracapsular extension pathologically, unknown if microscopic or macroscopic",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\050\,CS|MelanomaPalateHard|9:050,"050: Regional lymph node(s) involved pathologically, unknown if extracapsular extension",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\988\,CS|MelanomaPalateHard|9:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\997\,CS|MelanomaPalateHard|9:997,"997: Histopathologic examination of regional lymph nodes performed, results not available",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\998\,CS|MelanomaPalateHard|9:998,998: No histopathologic examination of regional lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\999\,CS|MelanomaPalateHard|9:999,"999: Unknown if regional lymph nodes involved  pathologically, not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\,CS|MelanomaPalateHard|9:,"09: Extracapsular Extension Pathologically, Lymph Nodes for Head and Neck",FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 9\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\000\,CS|MelanomaPalateHard|10:000,000: Human papilloma virus (HPV) negative for high-risk and low-risk types,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\010\,CS|MelanomaPalateHard|10:010,010: HPV positive for low-risk types only ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\020\,CS|MelanomaPalateHard|10:020,020: HPV positive for specified high risk type(s) other than types 16 or 18,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\030\,CS|MelanomaPalateHard|10:030,030: HPV positive for high-risk type 16 ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\040\,CS|MelanomaPalateHard|10:040,040: HPV positive for high-risk type18 ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\050\,CS|MelanomaPalateHard|10:050,050: HPV positive for high-risk types16 AND 18,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\060\,CS|MelanomaPalateHard|10:060,"060: HPV positive for high-risk type(s), NOS, high-risk type(s) not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\060\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\070\,CS|MelanomaPalateHard|10:070,"070: HPV positive, NOS, risk and type(s) not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\070\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\988\,CS|MelanomaPalateHard|10:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\997\,CS|MelanomaPalateHard|10:997,"997: Test ordered, results not in chart",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\998\,CS|MelanomaPalateHard|10:998,"998: Test not done (test was not ordered and was not performed), including no pathologic specimen available for HPV testing",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\999\,CS|MelanomaPalateHard|10:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\,CS|MelanomaPalateHard|10:,10: Human Papilloma Virus (HPV) Status,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 10\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\000\,CS|MelanomaPalateHard|11:000,000: No mass/tumor found,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\980\,CS|MelanomaPalateHard|11:980,980: 98.0 mm or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\987\,CS|MelanomaPalateHard|11:987,987: Not applicable:  In situ carcinoma,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\987\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\988\,CS|MelanomaPalateHard|11:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\990\,CS|MelanomaPalateHard|11:990,990: Microinvasion ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\998\,CS|MelanomaPalateHard|11:998,998: No surgical specimen from primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\999\,CS|MelanomaPalateHard|11:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\,CS|MelanomaPalateHard|11:,11: Measured Thickness (Depth),FAE,@,"b'00.1 - 97.9 millimeters (mm) (Exact thickness in tenths of mm)   Examples:      001    0.1 mm      010    1 mm     042    4.2 mm      100    10 mm, 1 cm      103    10.3 mm'",N,,,\i2b2\naaccr\csterms\MelanomaPalateHard\CS Site-Specific Factor 11\,like,@,concept_path,concept_dimension,concept_cd
3,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\,,Malignant Melanoma of Maxillary Sinus,FAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\000\,CS|MelanomaSinusMaxillary|1:000,000: No involved regional nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\980\,CS|MelanomaSinusMaxillary|1:980,980: 980 mms or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\988\,CS|MelanomaSinusMaxillary|1:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\989\,CS|MelanomaSinusMaxillary|1:989,989: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\989\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\990\,CS|MelanomaSinusMaxillary|1:990,990: Microscopic focus or foci only and no size of focus given,LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\991\,CS|MelanomaSinusMaxillary|1:991,"991: Described as ""less than 1centimeter (cm)""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\991\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\992\,CS|MelanomaSinusMaxillary|1:992,"992: Described as ""less than 2cm"" or ""greater than 1cm"" or ""between 1cm and 2cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\992\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\993\,CS|MelanomaSinusMaxillary|1:993,"993: Described as ""less than 3cm"" or ""greater than 2cm"" or ""between 2cm and 3cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\993\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\994\,CS|MelanomaSinusMaxillary|1:994,"994: Described as ""less than 4cm"" or ""greater than 3cm"" or ""between 3cm and 4cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\994\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\995\,CS|MelanomaSinusMaxillary|1:995,"995: Described as ""less than 5cm"" or ""greater than 4cm"" or ""between 4cm and 5cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\995\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\996\,CS|MelanomaSinusMaxillary|1:996,"996: Described as ""less than 6cm"" or ""greater than 5cm"" or ""between 5cm and 6cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\996\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\997\,CS|MelanomaSinusMaxillary|1:997,"997: Described as ""more than 6cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\999\,CS|MelanomaSinusMaxillary|1:999,"999: Regional lymph node(s) involved, size not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\,CS|MelanomaSinusMaxillary|1:,01: Size of Lymph Nodes,FAE,@,b'001 - 979 millimeters (mm) (Exact size of lymph node to nearest mm)',N,,,\i2b2\naaccr\csterms\MelanomaSinusMaxillary\CS Site-Specific Factor 1\,like,@,concept_path,concept_dimension,concept_cd
